"","subj","block","type","session","item","alpha"
"2675",64561,"vocab3",1,3,69,0.566
"2676",64561,"vocab3",1,3,70,0.1512
"2677",64561,"vocab3",1,3,71,0.1016
"2678",64561,"vocab3",1,3,72,0.2563
"2679",64561,"vocab3",1,3,73,0.2
"2680",64561,"vocab3",1,3,74,0.1512
"2681",64561,"vocab3",1,3,75,0.1496
"2682",64561,"flags",2,1,1,0.0961
"2683",64561,"flags",2,1,2,0.052
"2684",64561,"flags",2,1,3,0.1672
"2685",64561,"flags",2,1,4,0.3914
"2686",64561,"flags",2,1,5,0.2148
"2687",64561,"flags",2,1,6,0.0527
"2688",64561,"flags",2,1,7,0.1516
"2689",64561,"flags",2,1,8,0.052
"2690",64561,"flags",2,1,9,0.1949
"2691",64561,"flags",2,1,10,0.052
"2692",64561,"flags",2,1,11,0.1387
"2693",64561,"flags",2,1,12,0.0652
"2694",64561,"flags",2,1,13,0.0816
"2695",64561,"flags",2,1,14,0.102
"2696",64561,"flags",2,1,15,0.1277
"2697",64561,"flags",2,1,16,0.1828
"2698",64561,"flags",2,1,17,0.052
"2699",64561,"flags",2,1,18,0.1242
"2700",64561,"flags",2,1,19,0.0617
"2701",64561,"flags",2,1,20,0.2465
"2702",64561,"flags",2,1,21,0.2188
"2703",64561,"flags",2,1,22,0.0762
"2704",64561,"flags",2,1,23,0.1082
"2705",64561,"flags",2,1,24,0.2645
"2706",64561,"flags",2,1,25,0.1754
"2707",64561,"maps",3,2,1,0.3418
"2708",64561,"maps",3,2,2,0.2008
"2709",64561,"maps",3,2,3,0.2008
"2710",64561,"maps",3,2,4,0.225
"2711",64561,"maps",3,2,5,0.2582
"2712",64561,"maps",3,2,6,0.2992
"2713",64561,"maps",3,2,7,0.4738
"2714",64561,"maps",3,2,8,0.4055
"2715",64561,"maps",3,2,9,0.566
"2716",64561,"maps",3,2,10,0.3094
"2717",64561,"maps",3,2,11,0.325
"2718",64561,"maps",3,2,12,0.3027
"2719",64561,"maps",3,2,13,0.3301
"2720",64561,"maps",3,2,14,0.2008
"2721",64561,"maps",3,2,15,0.3117
"2722",64561,"maps",3,2,16,0.4086
"2723",64561,"maps",3,2,17,0.25
"2724",64561,"maps",3,2,18,0.6293
"2725",64561,"maps",3,2,19,0.2504
"2726",64561,"maps",3,2,20,0.4738
"2727",64561,"maps",3,2,21,0.2559
"2728",64561,"maps",3,2,22,0.2504
"2729",64561,"maps",3,2,23,0.2504
"2730",64561,"maps",3,2,24,0.3508
"2731",64561,"maps",3,2,25,0.4789
"2732",64561,"biopsych",4,3,1,0.2367
"2733",64561,"biopsych",4,3,2,0.284
"2734",64561,"biopsych",4,3,3,0.1207
"2735",64561,"biopsych",4,3,4,0.2758
"2736",64561,"biopsych",4,3,5,0.2402
"2737",64561,"biopsych",4,3,6,0.3363
"2738",64561,"biopsych",4,3,7,0.2813
"2739",64561,"biopsych",4,3,8,0.1516
"2740",64561,"biopsych",4,3,9,0.1914
"2741",64561,"biopsych",4,3,10,0.2906
"2742",64561,"biopsych",4,3,11,0.1434
"2743",64561,"biopsych",4,3,12,0.2383
"2744",64561,"biopsych",4,3,13,0.1512
"2745",64561,"biopsych",4,3,14,0.1512
"2746",64561,"biopsych",4,3,15,0.1875
"2747",64561,"biopsych",4,3,16,0.2262
"2748",64561,"biopsych",4,3,17,0.1016
"2749",64561,"biopsych",4,3,18,0.2684
"2750",64561,"biopsych",4,3,19,0.1512
"2751",64561,"biopsych",4,3,20,0.1512
"2752",64561,"biopsych",4,3,21,0.1016
"2753",64561,"biopsych",4,3,22,0.1512
"2754",64561,"biopsych",4,3,23,0.1516
"2755",64561,"biopsych",4,3,24,0.1617
"2756",64561,"biopsych",4,3,25,0.1016
"2757",64639,"vocab1",1,1,1,0.2688
"2758",64639,"vocab1",1,1,2,0.2215
"2759",64639,"vocab1",1,1,3,0.1512
"2760",64639,"vocab1",1,1,4,0.1512
"2761",64639,"vocab1",1,1,5,0.1512
"2762",64639,"vocab1",1,1,6,0.2496
"2763",64639,"vocab1",1,1,7,0.25
"2764",64639,"vocab1",1,1,8,0.2148
"2765",64639,"vocab1",1,1,9,0.2648
"2766",64639,"vocab1",1,1,10,0.3668
"2767",64639,"vocab1",1,1,11,0.1512
"2768",64639,"vocab1",1,1,12,0.4004
"2769",64639,"vocab1",1,1,13,0.352
"2770",64639,"vocab1",1,1,14,0.3117
"2771",64639,"vocab1",1,1,15,0.1516
"2772",64639,"vocab1",1,1,16,0.2379
"2773",64639,"vocab1",1,1,17,0.2004
"2774",64639,"vocab1",1,1,18,0.3582
"2775",64639,"vocab1",1,1,19,0.3527
"2776",64639,"vocab1",1,1,20,0.2426
"2777",64639,"vocab1",1,1,21,0.1512
"2778",64639,"vocab1",1,1,22,0.282
"2779",64639,"vocab1",1,1,23,0.1512
"2780",64639,"vocab1",1,1,24,0.2906
"2781",64639,"vocab1",1,1,25,0.1512
"2782",64639,"vocab2",1,2,26,0.3871
"2783",64639,"vocab2",1,2,27,0.2758
"2784",64639,"vocab2",1,2,28,0.3254
"2785",64639,"vocab2",1,2,29,0.2098
"2786",64639,"vocab2",1,2,30,0.2898
"2787",64639,"vocab2",1,2,31,0.423
"2788",64639,"vocab2",1,2,32,0.507
"2789",64639,"vocab2",1,2,33,0.2176
"2790",64639,"vocab2",1,2,34,0.1512
"2791",64639,"vocab2",1,2,35,0.2008
"2792",64639,"vocab2",1,2,36,0.3602
"2793",64639,"vocab2",1,2,37,0.1754
"2794",64639,"vocab2",1,2,38,0.2391
"2795",64639,"vocab2",1,2,39,0.3004
"2796",64639,"vocab2",1,2,40,0.1512
"2797",64639,"vocab2",1,2,41,0.4613
"2798",64639,"vocab2",1,2,42,0.225
"2799",64639,"vocab2",1,2,43,0.3422
"2800",64639,"vocab2",1,2,44,0.2125
"2801",64639,"vocab2",1,2,45,0.2645
"2802",64639,"vocab2",1,2,46,0.3066
"2803",64639,"vocab2",1,2,47,0.2598
"2804",64639,"vocab2",1,2,48,0.2129
"2805",64639,"vocab2",1,2,49,0.2695
"2806",64639,"vocab2",1,2,50,0.2871
"2807",64639,"vocab3",1,3,51,0.3828
"2808",64639,"vocab3",1,3,52,0.2102
"2809",64639,"vocab3",1,3,53,0.2992
"2810",64639,"vocab3",1,3,54,0.2184
"2811",64639,"vocab3",1,3,55,0.193
"2812",64639,"vocab3",1,3,56,0.2391
"2813",64639,"vocab3",1,3,57,0.1512
"2814",64639,"vocab3",1,3,58,0.3082
"2815",64639,"vocab3",1,3,59,0.1512
"2816",64639,"vocab3",1,3,60,0.2813
"2817",64639,"vocab3",1,3,61,0.1512
"2818",64639,"vocab3",1,3,62,0.2461
"2819",64639,"vocab3",1,3,63,0.309
"2820",64639,"vocab3",1,3,64,0.5082
"2821",64639,"vocab3",1,3,65,0.1512
"2822",64639,"vocab3",1,3,66,0.2762
"2823",64639,"vocab3",1,3,67,0.2496
"2824",64639,"vocab3",1,3,68,0.3918
"2825",64639,"vocab3",1,3,69,0.4938
"2826",64639,"vocab3",1,3,70,0.1973
"2827",64639,"vocab3",1,3,71,0.1809
"2828",64639,"vocab3",1,3,72,0.2207
"2829",64639,"vocab3",1,3,73,0.2195
"2830",64639,"vocab3",1,3,74,0.2164
"2831",64639,"vocab3",1,3,75,0.1512
"2832",64639,"flags",2,1,1,0.443
"2833",64639,"flags",2,1,2,0.2504
"2834",64639,"flags",2,1,3,0.325
"2835",64639,"flags",2,1,5,0.3668
"2836",64639,"flags",2,1,9,0.4758
"2837",64639,"flags",2,1,10,0.2496
"2838",64639,"flags",2,1,11,0.3949
"2839",64639,"flags",2,1,12,0.3738
"2840",64639,"flags",2,1,13,0.4277
"2841",64639,"flags",2,1,15,0.4156
"2842",64639,"flags",2,1,16,0.4648
"2843",64639,"flags",2,1,17,0.2504
"2844",64639,"flags",2,1,18,0.2008
"2845",64639,"flags",2,1,19,0.2504
"2846",64639,"flags",2,1,20,0.2523
"2847",64639,"flags",2,1,21,0.484
"2848",64639,"flags",2,1,23,0.3926
"2849",64639,"flags",2,1,24,0.3855
"2850",64639,"flags",2,1,25,0.4195
"2851",64639,"maps",3,2,1,0.3988
"2852",64639,"maps",3,2,2,0.3754
"2853",64639,"maps",3,2,3,0.3996
"2854",64639,"maps",3,2,5,0.3121
"2855",64639,"maps",3,2,8,0.4566
"2856",64639,"maps",3,2,9,0.4363
"2857",64639,"maps",3,2,10,0.3109
"2858",64639,"maps",3,2,11,0.4215
"2859",64639,"maps",3,2,12,0.4695
"2860",64639,"maps",3,2,13,0.3566
"2861",64639,"maps",3,2,15,0.4109
"2862",64639,"maps",3,2,16,0.3633
"2863",64639,"maps",3,2,17,0.2809
"2864",64639,"maps",3,2,18,0.5031
"2865",64639,"maps",3,2,19,0.3109
"2866",64639,"maps",3,2,20,0.3125
"2867",64639,"maps",3,2,21,0.468
"2868",64639,"maps",3,2,23,0.3156
"2869",64639,"maps",3,2,24,0.509
"2870",64639,"maps",3,2,25,0.3617
"2871",64639,"biopsych",4,3,1,0.1512
"2872",64639,"biopsych",4,3,2,0.1512
"2873",64639,"biopsych",4,3,3,0.1672
"2874",64639,"biopsych",4,3,4,0.2445
"2875",64639,"biopsych",4,3,5,0.268
"2876",64639,"biopsych",4,3,6,0.3996
"2877",64639,"biopsych",4,3,7,0.3918
"2878",64639,"biopsych",4,3,8,0.1566
"2879",64639,"biopsych",4,3,9,0.1727
"2880",64639,"biopsych",4,3,10,0.2641
"2881",64639,"biopsych",4,3,11,0.1512
"2882",64639,"biopsych",4,3,12,0.2633
"2883",64639,"biopsych",4,3,13,0.1512
"2884",64639,"biopsych",4,3,14,0.1512
"2885",64639,"biopsych",4,3,15,0.4762
"2886",64639,"biopsych",4,3,16,0.2207
"2887",64639,"biopsych",4,3,17,0.243
"2888",64639,"biopsych",4,3,18,0.2348
"2889",64639,"biopsych",4,3,19,0.1512
"2890",64639,"biopsych",4,3,20,0.1512
"2891",64639,"biopsych",4,3,21,0.1582
"2892",64639,"biopsych",4,3,22,0.2254
"2893",64639,"biopsych",4,3,23,0.1512
"2894",64639,"biopsych",4,3,24,0.1512
"2895",64639,"biopsych",4,3,25,0.1512
"2896",64714,"vocab1",1,1,1,0.4727
"2897",64714,"vocab1",1,1,2,0.2746
"2898",64714,"vocab1",1,1,3,0.3715
"2899",64714,"vocab1",1,1,4,0.3375
"2900",64714,"vocab1",1,1,5,0.3902
"2901",64714,"vocab1",1,1,6,0.4148
"2902",64714,"vocab1",1,1,7,0.3027
"2903",64714,"vocab1",1,1,10,0.4133
"2904",64714,"vocab1",1,1,11,0.2504
"2905",64714,"vocab1",1,1,12,0.3871
"2906",64714,"vocab1",1,1,13,0.3578
"2907",64714,"vocab1",1,1,14,0.4004
"2908",64714,"vocab1",1,1,15,0.3234
"2909",64714,"vocab1",1,1,16,0.2504
"2910",64714,"vocab1",1,1,17,0.3297
"2911",64714,"vocab1",1,1,18,0.3645
"2912",64714,"vocab1",1,1,19,0.4406
"2913",64714,"vocab1",1,1,20,0.3063
"2914",64714,"vocab1",1,1,22,0.3809
"2915",64714,"vocab1",1,1,23,0.2008
"2916",64714,"vocab1",1,1,24,0.4352
"2917",64714,"vocab1",1,1,25,0.2008
"2918",64714,"vocab2",1,2,26,0.4219
"2919",64714,"vocab2",1,2,27,0.3
"2920",64714,"vocab2",1,2,28,0.3273
"2921",64714,"vocab2",1,2,29,0.3496
"2922",64714,"vocab2",1,2,30,0.3496
"2923",64714,"vocab2",1,2,31,0.5242
"2924",64714,"vocab2",1,2,32,0.3504
"2925",64714,"vocab2",1,2,34,0.2504
"2926",64714,"vocab2",1,2,35,0.2895
"2927",64714,"vocab2",1,2,36,0.3992
"2928",64714,"vocab2",1,2,37,0.2504
"2929",64714,"vocab2",1,2,38,0.5785
"2930",64714,"vocab2",1,2,39,0.3883
"2931",64714,"vocab2",1,2,40,0.4152
"2932",64714,"vocab2",1,2,41,0.3992
"2933",64714,"vocab2",1,2,42,0.3313
"2934",64714,"vocab2",1,2,43,0.3371
"2935",64714,"vocab2",1,2,44,0.3039
"2936",64714,"vocab2",1,2,45,0.2992
"2937",64714,"vocab2",1,2,47,0.225
"2938",64714,"vocab2",1,2,48,0.2504
"2939",64714,"vocab2",1,2,49,0.2504
"2940",64714,"vocab2",1,2,50,0.3543
"2941",64714,"vocab3",1,3,51,0.425
"2942",64714,"vocab3",1,3,52,0.275
"2943",64714,"vocab3",1,3,53,0.5824
"2944",64714,"vocab3",1,3,54,0.2996
"2945",64714,"vocab3",1,3,55,0.3438
"2946",64714,"vocab3",1,3,56,0.4094
"2947",64714,"vocab3",1,3,57,0.2008
"2948",64714,"vocab3",1,3,58,0.3895
"2949",64714,"vocab3",1,3,59,0.2008
"2950",64714,"vocab3",1,3,60,0.241
"2951",64714,"vocab3",1,3,61,0.2008
"2952",64714,"vocab3",1,3,62,0.4574
"2953",64714,"vocab3",1,3,63,0.2766
"2954",64714,"vocab3",1,3,64,0.3641
"2955",64714,"vocab3",1,3,65,0.2848
"2956",64714,"vocab3",1,3,66,0.2937
"2957",64714,"vocab3",1,3,67,0.2324
"2958",64714,"vocab3",1,3,68,0.3188
"2959",64714,"vocab3",1,3,69,0.3578
"2960",64714,"vocab3",1,3,70,0.3211
"2961",64714,"vocab3",1,3,71,0.2063
"2962",64714,"vocab3",1,3,72,0.2023
"2963",64714,"vocab3",1,3,73,0.2348
"2964",64714,"vocab3",1,3,74,0.25
"2965",64714,"vocab3",1,3,75,0.2008
"2966",64714,"flags",2,1,1,0.2008
"2967",64714,"flags",2,1,2,0.3492
"2968",64714,"flags",2,1,3,0.3617
"2969",64714,"flags",2,1,4,0.3938
"2970",64714,"flags",2,1,6,0.4191
"2971",64714,"flags",2,1,7,0.3625
"2972",64714,"flags",2,1,10,0.3004
"2973",64714,"flags",2,1,13,0.3848
"2974",64714,"flags",2,1,14,0.3992
"2975",64714,"flags",2,1,15,0.3328
"2976",64714,"flags",2,1,17,0.2008
"2977",64714,"flags",2,1,18,0.3234
"2978",64714,"flags",2,1,19,0.3328
"2979",64714,"flags",2,1,20,0.4859
"2980",64714,"flags",2,1,22,0.2996
"2981",64714,"flags",2,1,23,0.3438
"2982",64714,"flags",2,1,24,0.3988
"2983",64714,"flags",2,1,25,0.2656
"2984",64714,"maps",3,2,1,0.3098
"2985",64714,"maps",3,2,3,0.2504
"2986",64714,"maps",3,2,4,0.2973
"2987",64714,"maps",3,2,6,0.3926
"2988",64714,"maps",3,2,7,0.3875
"2989",64714,"maps",3,2,10,0.2504
"2990",64714,"maps",3,2,13,0.2996
"2991",64714,"maps",3,2,15,0.3168
"2992",64714,"maps",3,2,17,0.3926
"2993",64714,"maps",3,2,18,0.4141
"2994",64714,"maps",3,2,19,0.6117
"2995",64714,"maps",3,2,20,0.3086
"2996",64714,"maps",3,2,22,0.3703
"2997",64714,"maps",3,2,23,0.3496
"2998",64714,"maps",3,2,25,0.4555
"2999",64714,"biopsych",4,3,1,0.3531
"3000",64714,"biopsych",4,3,6,0.6879
"3001",64714,"biopsych",4,3,7,0.4035
"3002",64714,"biopsych",4,3,13,0.2504
"3003",64714,"biopsych",4,3,15,0.3187
"3004",64714,"biopsych",4,3,17,0.2504
"3005",64714,"biopsych",4,3,18,0.716
"3006",64714,"biopsych",4,3,19,0.2504
"3007",64714,"biopsych",4,3,20,0.3488
"3008",64714,"biopsych",4,3,25,0.3496
"3009",64738,"vocab1",1,1,1,0.3258
"3010",64738,"vocab1",1,1,2,0.2008
"3011",64738,"vocab1",1,1,3,0.2625
"3012",64738,"vocab1",1,1,4,0.3074
"3013",64738,"vocab1",1,1,5,0.7648
"3014",64738,"vocab1",1,1,6,0.316
"3015",64738,"vocab1",1,1,7,0.25
"3016",64738,"vocab1",1,1,8,0.3238
"3017",64738,"vocab1",1,1,9,0.5723
"3018",64738,"vocab1",1,1,10,0.2813
"3019",64738,"vocab1",1,1,11,0.2008
"3020",64738,"vocab1",1,1,12,0.3719
"3021",64738,"vocab1",1,1,13,0.2504
"3022",64738,"vocab1",1,1,14,0.268
"3023",64738,"vocab1",1,1,15,0.2504
"3024",64738,"vocab1",1,1,16,0.3078
"3025",64738,"vocab1",1,1,17,0.3609
"3026",64738,"vocab1",1,1,18,0.2008
"3027",64738,"vocab1",1,1,19,0.3387
"3028",64738,"vocab1",1,1,20,0.2008
"3029",64738,"vocab1",1,1,21,0.4109
"3030",64738,"vocab1",1,1,22,0.3137
"3031",64738,"vocab1",1,1,23,0.2504
"3032",64738,"vocab1",1,1,24,0.357
"3033",64738,"vocab1",1,1,25,0.2508
"3034",64738,"vocab2",1,2,26,0.327
"3035",64738,"vocab2",1,2,27,0.2625
"3036",64738,"vocab2",1,2,28,0.2258
"3037",64738,"vocab2",1,2,29,0.2504
"3038",64738,"vocab2",1,2,30,0.3738
"3039",64738,"vocab2",1,2,31,0.5063
"3040",64738,"vocab2",1,2,32,0.4164
"3041",64738,"vocab2",1,2,33,0.398
"3042",64738,"vocab2",1,2,34,0.2715
"3043",64738,"vocab2",1,2,35,0.5957
"3044",64738,"vocab2",1,2,36,0.3687
"3045",64738,"vocab2",1,2,37,0.2711
"3046",64738,"vocab2",1,2,38,0.2008
"3047",64738,"vocab2",1,2,39,0.3867
"3048",64738,"vocab2",1,2,40,0.2563
"3049",64738,"vocab2",1,2,41,0.3766
"3050",64738,"vocab2",1,2,42,0.3074
"3051",64738,"vocab2",1,2,43,0.2531
"3052",64738,"vocab2",1,2,44,0.3039
"3053",64738,"vocab2",1,2,45,0.3738
"3054",64738,"vocab2",1,2,46,0.4219
"3055",64738,"vocab2",1,2,47,0.2504
"3056",64738,"vocab2",1,2,48,0.4293
"3057",64738,"vocab2",1,2,49,0.2008
"3058",64738,"vocab2",1,2,50,0.4133
"3059",64738,"vocab3",1,3,51,0.5277
"3060",64738,"vocab3",1,3,52,0.3703
"3061",64738,"vocab3",1,3,53,0.3301
"3062",64738,"vocab3",1,3,54,0.2008
"3063",64738,"vocab3",1,3,55,0.5383
"3064",64738,"vocab3",1,3,56,0.448
"3065",64738,"vocab3",1,3,57,0.3238
"3066",64738,"vocab3",1,3,58,0.2008
"3067",64738,"vocab3",1,3,59,0.2246
"3068",64738,"vocab3",1,3,60,0.5012
"3069",64738,"vocab3",1,3,61,0.2398
"3070",64738,"vocab3",1,3,62,0.4371
"3071",64738,"vocab3",1,3,63,0.2008
"3072",64738,"vocab3",1,3,64,0.2281
"3073",64738,"vocab3",1,3,65,0.2219
"3074",64738,"vocab3",1,3,66,0.3016
"3075",64738,"vocab3",1,3,67,0.2359
"3076",64738,"vocab3",1,3,68,0.3063
"3077",64738,"vocab3",1,3,69,0.4996
"3078",64738,"vocab3",1,3,70,0.2973
"3079",64738,"vocab3",1,3,71,0.2637
"3080",64738,"vocab3",1,3,72,0.2566
"3081",64738,"vocab3",1,3,73,0.2008
"3082",64738,"vocab3",1,3,74,0.2895
"3083",64738,"vocab3",1,3,75,0.2008
"3084",64738,"flags",2,1,1,0.2008
"3085",64738,"flags",2,1,2,0.3176
"3086",64738,"flags",2,1,3,0.2504
"3087",64738,"flags",2,1,4,0.3215
"3088",64738,"flags",2,1,5,0.2875
"3089",64738,"flags",2,1,6,0.2008
"3090",64738,"flags",2,1,7,0.3309
"3091",64738,"flags",2,1,8,0.2008
"3092",64738,"flags",2,1,9,0.307
"3093",64738,"flags",2,1,10,0.2008
"3094",64738,"flags",2,1,11,0.3379
"3095",64738,"flags",2,1,12,0.2746
"3096",64738,"flags",2,1,13,0.3363
"3097",64738,"flags",2,1,14,0.3113
"3098",64738,"flags",2,1,15,0.3293
"3099",64738,"flags",2,1,16,0.3965
"3100",64738,"flags",2,1,17,0.334
"3101",64738,"flags",2,1,18,0.2313
"3102",64738,"flags",2,1,19,0.2008
"3103",64738,"flags",2,1,20,0.3391
"3104",64738,"flags",2,1,21,0.2742
"3105",64738,"flags",2,1,22,0.25
"3106",64738,"flags",2,1,23,0.3105
"3107",64738,"flags",2,1,24,0.416
"3108",64738,"flags",2,1,25,0.2008
"3109",64738,"maps",3,2,1,0.4242
"3110",64738,"maps",3,2,2,0.3164
"3111",64738,"maps",3,2,3,0.3262
"3112",64738,"maps",3,2,4,0.3813
"3113",64738,"maps",3,2,6,0.4711
"3114",64738,"maps",3,2,7,0.3785
"3115",64738,"maps",3,2,9,0.6176
"3116",64738,"maps",3,2,11,0.5129
"3117",64738,"maps",3,2,12,0.5219
"3118",64738,"maps",3,2,13,0.2598
"3119",64738,"maps",3,2,14,0.2609
"3120",64738,"maps",3,2,17,0.5145
"3121",64738,"maps",3,2,19,0.2844
"3122",64738,"maps",3,2,20,0.2996
"3123",64738,"maps",3,2,21,0.3813
"3124",64738,"maps",3,2,23,0.3039
"3125",64738,"maps",3,2,24,0.2816
"3126",64738,"biopsych",4,3,1,0.2008
"3127",64738,"biopsych",4,3,2,0.3641
"3128",64738,"biopsych",4,3,3,0.2008
"3129",64738,"biopsych",4,3,4,0.284
"3130",64738,"biopsych",4,3,5,0.2414
"3131",64738,"biopsych",4,3,6,0.6684
"3132",64738,"biopsych",4,3,7,0.2875
"3133",64738,"biopsych",4,3,8,0.2242
"3134",64738,"biopsych",4,3,9,0.3391
"3135",64738,"biopsych",4,3,10,0.2563
"3136",64738,"biopsych",4,3,11,0.2504
"3137",64738,"biopsych",4,3,12,0.3793
"3138",64738,"biopsych",4,3,13,0.2008
"3139",64738,"biopsych",4,3,14,0.2008
"3140",64738,"biopsych",4,3,15,0.2008
"3141",64738,"biopsych",4,3,16,0.3039
"3142",64738,"biopsych",4,3,17,0.2008
"3143",64738,"biopsych",4,3,18,0.3391
"3144",64738,"biopsych",4,3,19,0.2008
"3145",64738,"biopsych",4,3,20,0.2258
"3146",64738,"biopsych",4,3,21,0.2008
"3147",64738,"biopsych",4,3,22,0.2563
"3148",64738,"biopsych",4,3,23,0.2992
"3149",64738,"biopsych",4,3,24,0.318
"3150",64738,"biopsych",4,3,25,0.25
"3151",64765,"vocab1",1,1,1,0.2637
"3152",64765,"vocab1",1,1,2,0.2012
"3153",64765,"vocab1",1,1,3,0.2012
"3154",64765,"vocab1",1,1,4,0.2828
"3155",64765,"vocab1",1,1,5,0.3535
"3156",64765,"vocab1",1,1,6,0.2008
"3157",64765,"vocab1",1,1,7,0.1512
"3158",64765,"vocab1",1,1,8,0.2102
"3159",64765,"vocab1",1,1,9,0.3062
"3160",64765,"vocab1",1,1,10,0.5094
"3161",64765,"vocab1",1,1,11,0.1512
"3162",64765,"vocab1",1,1,12,0.6059
"3163",64765,"vocab1",1,1,13,0.2691
"3164",64765,"vocab1",1,1,14,0.2992
"3165",64765,"vocab1",1,1,15,0.1629
"3166",64765,"vocab1",1,1,16,0.2508
"3167",64765,"vocab1",1,1,17,0.309
"3168",64765,"vocab1",1,1,18,0.3117
"3169",64765,"vocab1",1,1,19,0.2184
"3170",64765,"vocab1",1,1,20,0.293
"3171",64765,"vocab1",1,1,21,0.2008
"3172",64765,"vocab1",1,1,22,0.2926
"3173",64765,"vocab1",1,1,23,0.2008
"3174",64765,"vocab1",1,1,24,0.3012
"3175",64765,"vocab1",1,1,25,0.1512
"3176",64765,"vocab2",1,2,26,0.2703
"3177",64765,"vocab2",1,2,27,0.1512
"3178",64765,"vocab2",1,2,28,0.1723
"3179",64765,"vocab2",1,2,29,0.2047
"3180",64765,"vocab2",1,2,30,0.3035
"3181",64765,"vocab2",1,2,31,0.5168
"3182",64765,"vocab2",1,2,32,0.3238
"3183",64765,"vocab2",1,2,33,0.2367
"3184",64765,"vocab2",1,2,34,0.1512
"3185",64765,"vocab2",1,2,35,0.259
"3186",64765,"vocab2",1,2,36,0.4008
"3187",64765,"vocab2",1,2,37,0.1512
"3188",64765,"vocab2",1,2,38,0.3148
"3189",64765,"vocab2",1,2,39,0.2254
"3190",64765,"vocab2",1,2,40,0.1941
"3191",64765,"vocab2",1,2,41,0.4195
"3192",64765,"vocab2",1,2,42,0.1516
"3193",64765,"vocab2",1,2,43,0.1516
"3194",64765,"vocab2",1,2,44,0.1512
"3195",64765,"vocab2",1,2,45,0.243
"3196",64765,"vocab2",1,2,46,0.1406
"3197",64765,"vocab2",1,2,47,0.2148
"3198",64765,"vocab2",1,2,48,0.1527
"3199",64765,"vocab2",1,2,49,0.1512
"3200",64765,"vocab2",1,2,50,0.1512
"3201",64765,"vocab3",1,3,51,0.5363
"3202",64765,"vocab3",1,3,52,0.1926
"3203",64765,"vocab3",1,3,53,0.3965
"3204",64765,"vocab3",1,3,54,0.1887
"3205",64765,"vocab3",1,3,55,0.5137
"3206",64765,"vocab3",1,3,56,0.1859
"3207",64765,"vocab3",1,3,57,0.2605
"3208",64765,"vocab3",1,3,58,0.1984
"3209",64765,"vocab3",1,3,59,0.1512
"3210",64765,"vocab3",1,3,60,0.1527
"3211",64765,"vocab3",1,3,61,0.1512
"3212",64765,"vocab3",1,3,62,0.4375
"3213",64765,"vocab3",1,3,63,0.1512
"3214",64765,"vocab3",1,3,64,0.2926
"3215",64765,"vocab3",1,3,65,0.225
"3216",64765,"vocab3",1,3,66,0.2254
"3217",64765,"vocab3",1,3,67,0.1766
"3218",64765,"vocab3",1,3,68,0.1699
"3219",64765,"vocab3",1,3,69,0.3223
"3220",64765,"vocab3",1,3,70,0.1512
"3221",64765,"vocab3",1,3,71,0.218
"3222",64765,"vocab3",1,3,72,0.1965
"3223",64765,"vocab3",1,3,73,0.2668
"3224",64765,"vocab3",1,3,74,0.2422
"3225",64765,"vocab3",1,3,75,0.1629
"3226",64765,"flags",2,1,1,0.2008
"3227",64765,"flags",2,1,2,0.1512
"3228",64765,"flags",2,1,3,0.341
"3229",64765,"flags",2,1,4,0.1535
"3230",64765,"flags",2,1,5,0.3523
"3231",64765,"flags",2,1,6,0.2371
"3232",64765,"flags",2,1,7,0.1512
"3233",64765,"flags",2,1,8,0.2008
"3234",64765,"flags",2,1,9,0.3648
"3235",64765,"flags",2,1,10,0.1512
"3236",64765,"flags",2,1,11,0.3566
"3237",64765,"flags",2,1,12,0.1512
"3238",64765,"flags",2,1,13,0.3859
"3239",64765,"flags",2,1,14,0.2008
"3240",64765,"flags",2,1,15,0.3406
"3241",64765,"flags",2,1,16,0.2008
"3242",64765,"flags",2,1,17,0.1512
"3243",64765,"flags",2,1,18,0.1512
"3244",64765,"flags",2,1,19,0.2254
"3245",64765,"flags",2,1,20,0.3293
"3246",64765,"flags",2,1,21,0.398
"3247",64765,"flags",2,1,22,0.2512
"3248",64765,"flags",2,1,23,0.2668
"3249",64765,"flags",2,1,24,0.3465
"3250",64765,"flags",2,1,25,0.2605
"3251",64765,"maps",3,2,1,0.3313
"3252",64765,"maps",3,2,2,0.2504
"3253",64765,"maps",3,2,3,0.3273
"3254",64765,"maps",3,2,4,0.2008
"3255",64765,"maps",3,2,5,0.3398
"3256",64765,"maps",3,2,6,0.3
"3257",64765,"maps",3,2,7,0.3246
"3258",64765,"maps",3,2,8,0.2031
"3259",64765,"maps",3,2,9,0.325
"3260",64765,"maps",3,2,10,0.2508
"3261",64765,"maps",3,2,11,0.4781
"3262",64765,"maps",3,2,12,0.2508
"3263",64765,"maps",3,2,13,0.3266
"3264",64765,"maps",3,2,14,0.3
"3265",64765,"maps",3,2,15,0.3797
"3266",64765,"maps",3,2,16,0.2039
"3267",64765,"maps",3,2,17,0.266
"3268",64765,"maps",3,2,18,0.4348
"3269",64765,"maps",3,2,19,0.3547
"3270",64765,"maps",3,2,20,0.2465
"3271",64765,"maps",3,2,21,0.4852
"3272",64765,"maps",3,2,22,0.2508
"3273",64765,"maps",3,2,23,0.3758
"3274",64765,"maps",3,2,24,0.3496
"3275",64765,"maps",3,2,25,0.3617
"3276",64765,"biopsych",4,3,1,0.3383
